timestamp,price_usd,volume_usd
1771534926660,0.04952196359414136,18174790.657796472
1771538446025,0.04928442868027366,17947342.620020594
1771542217916,0.04943856457803932,17671491.739944965
1771545771846,0.049565134539501954,17657192.598348618
1771549367718,0.050254158826414284,17940101.204125587
1771553020507,0.05039938347514779,17907249.611933794
1771556608395,0.050404768172921596,17946650.374034286
1771560213633,0.05042812671765312,17894798.467913836
1771563837554,0.050183897157917955,17932470.054984495
1771567425605,0.05151655324123617,19657090.8699986
1771570970433,0.05132327120673771,19984368.032976277
1771574608621,0.05083857842288577,19970725.095228855
1771578186239,0.051125856651659946,19909605.537433043
1771581763500,0.051242320835609985,19860311.82389628
1771585413438,0.05146191631445037,19824914.01186072
1771588970972,0.051041751277044585,19582781.3518143
1771592613878,0.05083728117079941,19448349.916022774
1771596157620,0.04971378228327265,19239632.35670635
1771599809320,0.050647685032105545,19318702.926805653
1771603415800,0.05165363181497363,20568739.707220346
1771606939909,0.051788647575492924,20467893.86498854
1771610550583,0.051944902348145215,20511481.687098578
1771614208008,0.05202814698188294,20601768.59097059
1771617799895,0.05187784796730649,20476326.735972527
1771621428443,0.051745564450789754,20479810.95438463
1771625035559,0.051884576633321716,20563557.88299389
1771628603570,0.051997315216511304,20652397.175721083
1771632108823,0.05203836029445818,20450601.615174793
1771635708051,0.05174267246333576,19951395.248369925
1771639384132,0.05193066201978471,19709090.07575992
1771642967435,0.05199019900213768,19751186.45684076
1771646619834,0.05164585887884391,19754867.58596625
1771650150275,0.051768879209556876,19347573.627934422
1771653732664,0.051896270817347025,17771630.678219832
1771657350267,0.05177898953335837,17233520.856762405
1771660948925,0.05175911009578024,16826175.725789543
1771664558001,0.05219555144329416,16680633.536153276
1771668154246,0.05231833265191096,16691769.45314906
1771671752610,0.052198416643674354,16550292.50850528
1771675341027,0.05230568783028426,16598650.03565016
1771678930733,0.05200892872067813,16447709.505885743
1771682549708,0.05217827075266076,15944142.381385066
1771686153443,0.05225865053808306,15912386.731480563
1771689750812,0.05230634667211598,14443060.738438379
1771693421835,0.05193986737137444,13822405.075288672
1771696959009,0.05249361769536659,13099745.646512305
1771700626117,0.05243832086316072,12693487.669889256
1771704236611,0.05192340402654939,12554158.642495615
1771707826631,0.051638294876324535,12287228.27524275
1771711419034,0.05176675564314845,12292934.65188479
1771715044451,0.05165964888077854,12271365.669258608
1771718560881,0.05131970066038135,12368620.633895693
1771722226739,0.05090148290836446,12452793.546975672
1771725773556,0.05109928289883505,12552683.9200422
1771729365181,0.05050526245540488,12503319.616267417
1771733012432,0.05041357784408485,12459725.74999346
1771736596619,0.05022435032217317,12495561.199556977
1771740227766,0.04998559707562098,12706449.98121683
1771743768880,0.05019495537144624,13123101.023499131
1771747425444,0.05031205445282394,13195618.234663667
1771751047207,0.049885193760182814,13075467.379927669
1771754599765,0.050346623524794215,12952111.789308403
1771758179656,0.050414885680724886,12960706.57661451
1771761816054,0.05021319510719192,12900451.078688953
1771765377039,0.04965181699176471,12897746.94205492
1771769023125,0.049285927350406676,12992698.775336582
1771772623957,0.04918678875753964,12763505.645111378
1771776201574,0.049397956137746155,12800993.611753795
1771779793809,0.04927303885555372,12846847.27137592
1771783369762,0.049151294642190944,12844278.31917735
1771786971266,0.049174462126515175,12736428.90604714
1771790631516,0.04900470436176024,12745750.900112977
1771794205469,0.04871553449558653,12622321.04081605
1771797869088,0.04890174210398664,12649996.43646284
1771801382921,0.04904911687276769,12755718.09889526
1771805034880,0.048981478759516105,12607395.168976367
1771808558235,0.048706611446157635,12676245.463599559
1771812233724,0.04621091920974488,14643926.164787907
1771815784917,0.04626855776120638,15012230.44366422
1771819357722,0.046325892609401176,15252499.551124483
1771822980339,0.04608522790743439,15250012.783241607
1771826548418,0.04663191590279992,15439430.249434987
1771830210521,0.04750696520631705,15595118.373957478
1771833707081,0.047385810084472055,15755029.908858195
1771837312128,0.047081197005842235,15946035.283369198
1771840936398,0.04790452500614153,16746962.29712515
1771844535781,0.047691040661652584,16837493.416466482
1771848133784,0.0477727524744631,17053530.673366442
1771851712745,0.04827618932996839,17595024.75081451
1771855316679,0.047924869409772426,17850355.091454912
1771858927378,0.0476325226974396,18105403.575086705
1771862566270,0.04695038619253847,18320591.549093958
1771866007775,0.046506225751618786,18332578.50367764
1771869607978,0.04619147419971974,18799737.534013186
1771873207142,0.04661230653892644,19182295.62247388
1771876833130,0.04635177418144236,19287121.040190477
1771880606755,0.046696103538994026,19582379.160317697
1771884181375,0.04681625971620804,19393907.04168987
1771887776315,0.04683726755620086,19383344.742225993
1771891373902,0.0466767110808459,19459546.11218044
1771894801936,0.046949233595545425,19491133.121112145
1771898403510,0.0464239775749676,17785601.084943246
1771902010820,0.046185144261955934,17394561.009115662
1771905602641,0.04573916359278338,17223417.458203238
1771909205718,0.045513776928728635,17452189.14931076
1771912808598,0.045378656564223276,17577767.821942583
1771916404918,0.045360384626722386,17459359.190715507
1771920003524,0.04540398117950164,17443979.032994382
1771923606541,0.045835343655615764,17413469.41467872
1771927208037,0.045690206267795686,16921247.652322423
1771930805056,0.04566459058420405,17190625.911080047
1771934402759,0.04558229587474114,16993643.59916636
1771938002532,0.04554381278590349,16467466.605612213
1771941601706,0.04570682171053663,16225348.524612624
1771945209522,0.04643226947052791,16292061.97696891
1771948809023,0.04659338869640597,16113495.451104859
1771952413229,0.04657842947086183,16176773.524631945
1771956005076,0.046628801693181454,15838133.127549738
